name_model,classifier,run,accuracy,sensitivity,specificity,precision,recall,f1,kappa
DecisionTreeClassifier_by_tasks_run7,DecisionTreeClassifier,7,0.7954545454545454,0.782608695652174,0.8095238095238095,0.8181818181818182,0.782608695652174,0.8,0.5909090909090908
MLPClassifier_by_tasks_run7,MLPClassifier,7,0.8181818181818182,0.782608695652174,0.8571428571428571,0.8571428571428571,0.782608695652174,0.8181818181818182,0.6371134020618558
ExtraTreesClassifier_by_tasks_run7,ExtraTreesClassifier,7,0.8863636363636364,0.8695652173913043,0.9047619047619048,0.9090909090909091,0.8695652173913043,0.888888888888889,0.7727272727272727
AdaBoostClassifier_by_tasks_run7,AdaBoostClassifier,7,0.9545454545454546,0.9565217391304348,0.9523809523809523,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9089026915113873
GradientBoostingClassifier_by_tasks_run7,GradientBoostingClassifier,7,0.8863636363636364,0.9130434782608695,0.8571428571428571,0.875,0.9130434782608695,0.8936170212765957,0.7717842323651453
XGBClassifier_by_tasks_run7,XGBClassifier,7,0.8863636363636364,0.9565217391304348,0.8095238095238095,0.8461538461538461,0.9565217391304348,0.8979591836734695,0.7708333333333334
RandomForestClassifier_by_tasks_run8,RandomForestClassifier,8,0.75,0.8260869565217391,0.6666666666666666,0.7307692307692307,0.8260869565217391,0.7755102040816326,0.49583333333333335
LogisticRegression_by_tasks_run8,LogisticRegression,8,0.7045454545454546,0.6086956521739131,0.8095238095238095,0.7777777777777778,0.6086956521739131,0.6829268292682927,0.41393442622950827
KNeighborsClassifier_by_tasks_run8,KNeighborsClassifier,8,0.7272727272727273,0.5217391304347826,0.9523809523809523,0.9230769230769231,0.5217391304347826,0.6666666666666667,0.46450304259634884
LinearDiscriminantAnalysis_by_tasks_run8,LinearDiscriminantAnalysis,8,0.7727272727272727,0.6086956521739131,0.9523809523809523,0.9333333333333333,0.6086956521739131,0.7368421052631579,0.5519348268839104
GaussianNB_by_tasks_run8,GaussianNB,8,0.7727272727272727,0.5652173913043478,1.0,1.0,0.5652173913043478,0.7222222222222222,0.5537525354969574
SVC_by_tasks_run8,SVC,8,0.7727272727272727,0.6086956521739131,0.9523809523809523,0.9333333333333333,0.6086956521739131,0.7368421052631579,0.5519348268839104
DecisionTreeClassifier_by_tasks_run8,DecisionTreeClassifier,8,0.7272727272727273,0.6521739130434783,0.8095238095238095,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.457905544147844
MLPClassifier_by_tasks_run8,MLPClassifier,8,0.8181818181818182,0.782608695652174,0.8571428571428571,0.8571428571428571,0.782608695652174,0.8181818181818182,0.6371134020618558
ExtraTreesClassifier_by_tasks_run8,ExtraTreesClassifier,8,0.7727272727272727,0.6956521739130435,0.8571428571428571,0.8421052631578947,0.6956521739130435,0.761904761904762,0.5482546201232033
AdaBoostClassifier_by_tasks_run8,AdaBoostClassifier,8,0.7954545454545454,0.6956521739130435,0.9047619047619048,0.8888888888888888,0.6956521739130435,0.7804878048780488,0.5942622950819672
GradientBoostingClassifier_by_tasks_run8,GradientBoostingClassifier,8,0.7727272727272727,0.7391304347826086,0.8095238095238095,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.5463917525773196
